date,deaths
2023-01-01,2
2023-01-02,1
2023-01-03,4
2023-01-04,2
2023-01-05,2
2023-01-06,2
2023-01-07,3
2023-01-08,0
2023-01-09,1
2023-01-10,2
2023-01-11,2
2023-01-12,3
2023-01-13,2
2023-01-14,2
2023-01-15,0
2023-01-16,2
2023-01-17,4
2023-01-18,1
2023-01-19,1
2023-01-20,0
2023-01-21,1
2023-01-22,1
2023-01-23,3
2023-01-24,2
2023-01-25,1
2023-01-26,0
2023-01-27,0
2023-01-28,0
2023-01-29,0
2023-01-30,1
2023-01-31,1
2023-02-01,2
2023-02-02,0
2023-02-03,0
2023-02-04,0
2023-02-05,0
2023-02-06,2
2023-02-07,1
2023-02-08,1
2023-02-09,1
2023-02-10,0
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,0
2023-02-15,0
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,2
2023-02-20,0
2023-02-21,2
2023-02-22,1
2023-02-23,1
2023-02-24,0
2023-02-25,1
2023-02-26,0
2023-02-27,0
2023-02-28,1
2023-03-01,7
2023-03-02,4
2023-03-03,2
2023-03-04,0
2023-03-05,1
2023-03-06,4
2023-03-07,5
2023-03-08,6
2023-03-09,3
2023-03-10,1
2023-03-11,2
2023-03-12,2
2023-03-13,6
2023-03-14,10
2023-03-15,7
2023-03-16,13
2023-03-17,6
2023-03-18,6
2023-03-19,6
2023-03-20,14
2023-03-21,20
2023-03-22,13
2023-03-23,12
2023-03-24,18
2023-03-25,6
2023-03-26,7
2023-03-27,19
2023-03-28,17
2023-03-29,8
2023-03-30,11
2023-03-31,16
2023-04-01,8
2023-04-02,16
2023-04-03,27
2023-04-04,22
2023-04-05,20
2023-04-06,24
2023-04-07,25
2023-04-08,11
2023-04-09,8
2023-04-10,23
2023-04-11,16
2023-04-12,20
2023-04-13,13
2023-04-14,22
2023-04-15,7
2023-04-16,13
2023-04-17,17
2023-04-18,16
2023-04-19,17
2023-04-20,17
2023-04-21,14
2023-04-22,10
2023-04-23,12
2023-04-24,15
2023-04-25,8
2023-04-26,11
2023-04-27,14
2023-04-28,13
2023-04-29,8
2023-04-30,11
2023-05-01,6
2023-05-02,5
2023-05-03,11
2023-05-04,10
2023-05-05,4
2023-05-06,5
2023-05-07,1
2023-05-08,5
2023-05-09,5
2023-05-10,7
2023-05-11,10
2023-05-12,1
2023-05-13,4
2023-05-14,2
2023-05-15,5
2023-05-16,7
2023-05-17,7
2023-05-18,7
2023-05-19,4
2023-05-20,3
2023-05-21,2
2023-05-22,3
2023-05-23,2
2023-05-24,1
2023-05-25,5
2023-05-26,3
2023-05-27,2
2023-05-28,2
2023-05-29,4
2023-05-30,8
