date,hospitalisations
2023-01-01,2
2023-01-02,2
2023-01-03,5
2023-01-04,5
2023-01-05,1
2023-01-06,6
2023-01-07,4
2023-01-08,3
2023-01-09,9
2023-01-10,2
2023-01-11,4
2023-01-12,7
2023-01-13,8
2023-01-14,5
2023-01-15,4
2023-01-16,13
2023-01-17,3
2023-01-18,3
2023-01-19,2
2023-01-20,5
2023-01-21,3
2023-01-22,1
2023-01-23,4
2023-01-24,2
2023-01-25,4
2023-01-26,8
2023-01-27,1
2023-01-28,0
2023-01-29,2
2023-01-30,5
2023-01-31,7
2023-02-01,4
2023-02-02,5
2023-02-03,5
2023-02-04,3
2023-02-05,1
2023-02-06,3
2023-02-07,1
2023-02-08,5
2023-02-09,2
2023-02-10,3
2023-02-11,3
2023-02-12,3
2023-02-13,2
2023-02-14,3
2023-02-15,4
2023-02-16,7
2023-02-17,6
2023-02-18,3
2023-02-19,2
2023-02-20,1
2023-02-21,6
2023-02-22,7
2023-02-23,7
2023-02-24,11
2023-02-25,5
2023-02-26,6
2023-02-27,7
2023-02-28,10
2023-03-01,6
2023-03-02,7
2023-03-03,6
2023-03-04,5
2023-03-05,3
2023-03-06,9
2023-03-07,11
2023-03-08,11
2023-03-09,12
2023-03-10,16
2023-03-11,9
2023-03-12,7
2023-03-13,21
2023-03-14,11
2023-03-15,13
2023-03-16,15
2023-03-17,20
2023-03-18,7
2023-03-19,8
2023-03-20,17
2023-03-21,23
2023-03-22,18
2023-03-23,23
2023-03-24,23
2023-03-25,7
2023-03-26,9
2023-03-27,31
2023-03-28,21
2023-03-29,28
2023-03-30,24
2023-03-31,21
2023-04-01,16
2023-04-02,14
2023-04-03,20
2023-04-04,27
2023-04-05,22
2023-04-06,36
2023-04-07,18
2023-04-08,17
2023-04-09,15
2023-04-10,37
2023-04-11,18
2023-04-12,34
2023-04-13,29
2023-04-14,28
2023-04-15,14
2023-04-16,18
2023-04-17,37
2023-04-18,38
2023-04-19,33
2023-04-20,17
2023-04-21,33
2023-04-22,13
2023-04-23,10
2023-04-24,29
2023-04-25,19
2023-04-26,30
2023-04-27,26
2023-04-28,32
2023-04-29,15
2023-04-30,15
2023-05-01,25
2023-05-02,21
2023-05-03,25
2023-05-04,28
2023-05-05,34
2023-05-06,11
2023-05-07,17
2023-05-08,27
2023-05-09,17
2023-05-10,20
2023-05-11,22
2023-05-12,20
2023-05-13,12
2023-05-14,7
2023-05-15,25
2023-05-16,24
2023-05-17,20
2023-05-18,16
2023-05-19,29
2023-05-20,11
2023-05-21,9
2023-05-22,17
2023-05-23,18
2023-05-24,16
2023-05-25,17
2023-05-26,14
2023-05-27,8
2023-05-28,6
2023-05-29,24
2023-05-30,10
