day,I
1,72
2,77
3,66
4,70
5,79
6,59
7,59
8,51
9,66
10,56
11,60
12,57
13,57
14,62
15,69
16,40
17,51
18,55
19,70
20,59
21,58
22,59
23,61
24,56
25,56
26,62
27,69
28,77
29,74
30,82
31,77
32,80
33,87
34,103
35,102
36,110
37,116
38,114
39,137
40,128
41,152
42,170
43,151
44,182
45,186
46,207
47,212
48,257
49,255
50,257
51,286
52,294
53,340
54,373
55,417
56,442
57,443
58,517
59,500
60,512
61,567
62,622
63,655
64,682
65,705
66,824
67,752
68,786
69,878
70,907
71,953
72,1006
73,987
74,1005
75,1040
76,1124
77,1150
78,1208
79,1189
80,1164
81,1261
82,1311
83,1285
84,1217
85,1255
86,1297
87,1354
88,1294
89,1325
90,1318
91,1285
92,1391
93,1236
94,1261
95,1152
96,1212
97,1180
98,1129
99,1132
100,1068
101,1078
102,990
103,1019
104,896
105,886
106,876
107,812
108,778
109,766
110,732
111,704
112,633
113,690
114,572
115,611
116,569
117,551
118,524
119,469
120,469
121,445
122,427
123,430
124,401
125,404
126,360
127,328
128,331
129,328
130,305
131,272
132,293
133,282
134,240
135,238
136,230
137,226
138,214
139,212
140,208
141,188
142,187
143,191
144,174
145,163
146,152
147,149
148,147
149,109
150,150
