day,I
1,76
2,165
3,86
4,119
5,143
6,103
7,86
8,112
9,82
10,76
11,90
12,121
13,151
14,183
15,134
16,99
17,76
18,85
19,174
20,150
21,75
22,148
23,96
24,108
25,152
26,143
27,214
28,118
29,225
30,144
31,113
32,157
33,97
34,229
35,148
36,154
37,220
38,223
39,156
40,312
41,257
42,313
43,203
44,250
45,474
46,328
47,378
48,375
49,448
50,581
51,483
52,418
53,578
54,655
55,538
56,787
57,566
58,659
59,821
60,698
61,968
62,973
63,933
64,873
65,929
66,1075
67,1129
68,1190
69,1058
70,1046
71,1226
72,1252
73,1258
74,1525
75,1265
76,1334
77,1334
78,1152
79,1587
80,1248
81,1574
82,1547
83,1220
84,1255
85,1380
86,1379
87,1362
88,1453
89,1245
90,1137
91,1135
92,1244
93,1077
94,1346
95,1206
96,1077
97,1067
98,906
99,984
100,774
101,1078
102,1014
103,735
104,928
105,862
106,821
107,700
108,731
109,750
110,804
111,722
112,609
113,603
114,773
115,592
116,563
117,550
118,800
119,629
120,427
121,692
122,686
123,505
124,484
125,457
126,402
127,560
128,356
129,331
130,582
131,462
132,415
133,360
134,380
135,395
136,242
137,360
138,320
139,266
140,365
141,253
142,304
143,319
144,252
145,229
146,193
147,222
148,243
149,284
150,229
