date,cases
2023-01-01,30
2023-01-02,52
2023-01-03,57
2023-01-04,35
2023-01-05,41
2023-01-06,51
2023-01-07,35
2023-01-08,24
2023-01-09,62
2023-01-10,55
2023-01-11,50
2023-01-12,46
2023-01-13,43
2023-01-14,36
2023-01-15,25
2023-01-16,60
2023-01-17,73
2023-01-18,71
2023-01-19,58
2023-01-20,71
2023-01-21,31
2023-01-22,31
2023-01-23,79
2023-01-24,65
2023-01-25,79
2023-01-26,64
2023-01-27,75
2023-01-28,42
2023-01-29,43
2023-01-30,84
2023-01-31,89
2023-02-01,91
2023-02-02,74
2023-02-03,89
2023-02-04,40
2023-02-05,63
2023-02-06,119
2023-02-07,109
2023-02-08,99
2023-02-09,117
2023-02-10,129
2023-02-11,56
2023-02-12,73
2023-02-13,146
2023-02-14,139
2023-02-15,139
2023-02-16,159
2023-02-17,164
2023-02-18,88
2023-02-19,107
2023-02-20,160
2023-02-21,206
2023-02-22,185
2023-02-23,199
2023-02-24,245
2023-02-25,123
2023-02-26,124
2023-02-27,269
2023-02-28,278
2023-03-01,277
2023-03-02,261
2023-03-03,276
2023-03-04,157
2023-03-05,146
2023-03-06,312
2023-03-07,302
2023-03-08,326
2023-03-09,340
2023-03-10,309
2023-03-11,145
2023-03-12,179
2023-03-13,354
2023-03-14,333
2023-03-15,361
2023-03-16,293
2023-03-17,337
2023-03-18,149
2023-03-19,115
2023-03-20,291
2023-03-21,347
2023-03-22,291
2023-03-23,297
2023-03-24,267
2023-03-25,134
2023-03-26,132
2023-03-27,237
2023-03-28,240
2023-03-29,219
2023-03-30,195
2023-03-31,155
2023-04-01,87
2023-04-02,78
2023-04-03,149
2023-04-04,144
2023-04-05,126
2023-04-06,90
2023-04-07,99
2023-04-08,45
2023-04-09,53
2023-04-10,78
2023-04-11,67
2023-04-12,74
2023-04-13,42
2023-04-14,44
2023-04-15,17
2023-04-16,19
2023-04-17,29
2023-04-18,44
2023-04-19,31
2023-04-20,30
2023-04-21,28
2023-04-22,10
2023-04-23,15
2023-04-24,24
2023-04-25,29
2023-04-26,25
2023-04-27,32
2023-04-28,26
2023-04-29,8
2023-04-30,14
2023-05-01,33
2023-05-02,22
2023-05-03,31
2023-05-04,40
2023-05-05,28
2023-05-06,22
2023-05-07,16
2023-05-08,43
2023-05-09,49
2023-05-10,39
2023-05-11,40
2023-05-12,40
2023-05-13,22
2023-05-14,35
2023-05-15,47
2023-05-16,58
2023-05-17,63
2023-05-18,50
2023-05-19,71
2023-05-20,27
2023-05-21,31
2023-05-22,60
2023-05-23,49
2023-05-24,62
2023-05-25,62
2023-05-26,57
2023-05-27,32
2023-05-28,27
2023-05-29,49
2023-05-30,57
