date,hospitalisations
2023-01-01,0
2023-01-02,0
2023-01-03,5
2023-01-04,4
2023-01-05,3
2023-01-06,5
2023-01-07,2
2023-01-08,0
2023-01-09,3
2023-01-10,6
2023-01-11,1
2023-01-12,5
2023-01-13,1
2023-01-14,1
2023-01-15,1
2023-01-16,4
2023-01-17,6
2023-01-18,3
2023-01-19,3
2023-01-20,4
2023-01-21,1
2023-01-22,0
2023-01-23,9
2023-01-24,4
2023-01-25,1
2023-01-26,1
2023-01-27,5
2023-01-28,1
2023-01-29,1
2023-01-30,3
2023-01-31,3
2023-02-01,0
2023-02-02,3
2023-02-03,2
2023-02-04,0
2023-02-05,0
2023-02-06,6
2023-02-07,2
2023-02-08,1
2023-02-09,1
2023-02-10,6
2023-02-11,0
2023-02-12,0
2023-02-13,1
2023-02-14,3
2023-02-15,2
2023-02-16,3
2023-02-17,0
2023-02-18,0
2023-02-19,2
2023-02-20,2
2023-02-21,0
2023-02-22,6
2023-02-23,3
2023-02-24,6
2023-02-25,0
2023-02-26,2
2023-02-27,5
2023-02-28,3
2023-03-01,2
2023-03-02,2
2023-03-03,7
2023-03-04,0
2023-03-05,1
2023-03-06,9
2023-03-07,6
2023-03-08,6
2023-03-09,5
2023-03-10,10
2023-03-11,1
2023-03-12,0
2023-03-13,9
2023-03-14,5
2023-03-15,9
2023-03-16,9
2023-03-17,10
2023-03-18,4
2023-03-19,3
2023-03-20,7
2023-03-21,8
2023-03-22,6
2023-03-23,14
2023-03-24,8
2023-03-25,3
2023-03-26,2
2023-03-27,9
2023-03-28,14
2023-03-29,19
2023-03-30,11
2023-03-31,12
2023-04-01,2
2023-04-02,3
2023-04-03,15
2023-04-04,13
2023-04-05,20
2023-04-06,8
2023-04-07,12
2023-04-08,1
2023-04-09,4
2023-04-10,18
2023-04-11,24
2023-04-12,15
2023-04-13,16
2023-04-14,16
2023-04-15,2
2023-04-16,5
2023-04-17,19
2023-04-18,13
2023-04-19,22
2023-04-20,19
2023-04-21,20
2023-04-22,7
2023-04-23,9
2023-04-24,16
2023-04-25,18
2023-04-26,11
2023-04-27,10
2023-04-28,17
2023-04-29,7
2023-04-30,2
2023-05-01,9
2023-05-02,12
2023-05-03,18
2023-05-04,14
2023-05-05,18
2023-05-06,4
2023-05-07,5
2023-05-08,10
2023-05-09,12
2023-05-10,15
2023-05-11,12
2023-05-12,18
2023-05-13,2
2023-05-14,3
2023-05-15,11
2023-05-16,17
2023-05-17,18
2023-05-18,10
2023-05-19,11
2023-05-20,2
2023-05-21,2
2023-05-22,14
2023-05-23,12
2023-05-24,16
2023-05-25,4
2023-05-26,12
2023-05-27,4
2023-05-28,3
2023-05-29,11
2023-05-30,4
