day,I
1,104
2,113
3,132
4,127
5,136
6,132
7,131
8,127
9,150
10,134
11,144
12,152
13,166
14,164
15,180
16,187
17,193
18,203
19,222
20,227
21,219
22,245
23,272
24,279
25,326
26,274
27,364
28,320
29,328
30,362
31,344
32,323
33,342
34,335
35,298
36,304
37,326
38,269
39,282
40,265
41,244
42,241
43,208
44,195
45,186
46,162
47,120
48,159
49,128
50,102
51,108
52,86
53,87
54,77
55,68
56,65
57,50
58,45
59,45
60,54
61,44
62,40
63,52
64,51
65,64
66,56
67,48
68,53
69,67
70,61
71,56
72,52
73,55
74,57
75,74
76,69
77,74
78,75
79,68
80,91
81,110
82,116
83,114
84,121
85,107
86,132
87,149
88,137
89,132
90,150
91,156
92,178
93,183
94,165
95,135
96,147
97,149
98,141
99,122
100,142
101,131
102,106
103,98
104,83
105,74
106,93
107,69
108,62
109,55
110,63
111,50
112,37
113,35
114,43
115,45
116,31
117,25
118,28
119,31
120,36
121,37
122,20
123,39
124,25
125,33
126,32
127,32
128,43
129,32
130,46
131,36
132,42
133,60
134,50
135,53
136,61
137,54
138,78
139,67
140,61
141,87
142,79
143,93
144,93
145,84
146,93
147,109
148,95
149,107
150,95
