day,I
1,112
2,96
3,80
4,81
5,90
6,74
7,81
8,83
9,86
10,76
11,86
12,55
13,79
14,79
15,98
16,77
17,93
18,88
19,93
20,70
21,99
22,94
23,114
24,140
25,148
26,112
27,128
28,199
29,144
30,176
31,195
32,221
33,198
34,238
35,248
36,271
37,272
38,269
39,328
40,369
41,380
42,451
43,500
44,557
45,565
46,757
47,723
48,873
49,1052
50,1105
51,1220
52,1401
53,1544
54,1741
55,1862
56,2091
57,2308
58,2494
59,2790
60,3032
61,3123
62,3610
63,3597
64,4131
65,4177
66,4403
67,5053
68,5186
69,5354
70,5688
71,6073
72,6198
73,6534
74,6932
75,7219
76,7385
77,7413
78,7947
79,8031
80,7972
81,8354
82,8559
83,8249
84,8343
85,8492
86,8493
87,8171
88,8003
89,8010
90,7835
91,7734
92,7362
93,7189
94,6936
95,6674
96,6158
97,5935
98,5722
99,5221
100,4866
101,4620
102,4380
103,4105
104,3825
105,3568
106,3298
107,3215
108,2913
109,2799
110,2725
111,2439
112,2316
113,2167
114,2081
115,1930
116,1867
117,1782
118,1538
119,1434
120,1408
121,1348
122,1296
123,1142
124,1026
125,1148
126,1025
127,934
128,836
129,870
130,750
131,720
132,712
133,630
134,627
135,589
136,521
137,494
138,470
139,441
140,480
141,384
142,362
143,348
144,387
145,289
146,267
147,291
148,264
149,234
150,201
