day,I
1,89
2,92
3,83
4,97
5,76
6,80
7,89
8,87
9,90
10,63
11,109
12,111
13,78
14,80
15,106
16,72
17,81
18,115
19,121
20,90
21,117
22,78
23,90
24,111
25,106
26,129
27,110
28,110
29,116
30,127
31,125
32,149
33,148
34,149
35,165
36,169
37,155
38,151
39,204
40,218
41,212
42,208
43,290
44,272
45,245
46,265
47,311
48,374
49,345
50,336
51,377
52,399
53,437
54,435
55,514
56,485
57,551
58,535
59,582
60,633
61,566
62,695
63,687
64,762
65,670
66,773
67,788
68,831
69,754
70,846
71,988
72,867
73,890
74,928
75,969
76,979
77,1011
78,973
79,944
80,1030
81,993
82,978
83,1035
84,972
85,906
86,1009
87,995
88,939
89,891
90,889
91,910
92,937
93,890
94,778
95,791
96,812
97,814
98,754
99,644
100,687
101,722
102,696
103,628
104,623
105,567
106,536
107,544
108,552
109,633
110,429
111,475
112,524
113,445
114,506
115,466
116,402
117,344
118,388
119,334
120,350
121,338
122,371
123,304
124,308
125,273
126,275
127,287
128,298
129,239
130,226
131,216
132,240
133,215
134,255
135,218
136,210
137,187
138,184
139,206
140,204
141,160
142,170
143,172
144,183
145,144
146,137
147,144
148,149
149,134
150,124
