date,cases
2023-01-01,12
2023-01-02,32
2023-01-03,30
2023-01-04,39
2023-01-05,31
2023-01-06,35
2023-01-07,21
2023-01-08,24
2023-01-09,45
2023-01-10,33
2023-01-11,44
2023-01-12,32
2023-01-13,45
2023-01-14,13
2023-01-15,12
2023-01-16,31
2023-01-17,28
2023-01-18,39
2023-01-19,36
2023-01-20,27
2023-01-21,11
2023-01-22,13
2023-01-23,37
2023-01-24,30
2023-01-25,22
2023-01-26,26
2023-01-27,24
2023-01-28,15
2023-01-29,14
2023-01-30,28
2023-01-31,26
2023-02-01,24
2023-02-02,35
2023-02-03,35
2023-02-04,16
2023-02-05,12
2023-02-06,29
2023-02-07,27
2023-02-08,33
2023-02-09,23
2023-02-10,34
2023-02-11,13
2023-02-12,20
2023-02-13,31
2023-02-14,48
2023-02-15,44
2023-02-16,44
2023-02-17,45
2023-02-18,26
2023-02-19,32
2023-02-20,62
2023-02-21,71
2023-02-22,77
2023-02-23,70
2023-02-24,83
2023-02-25,47
2023-02-26,41
2023-02-27,106
2023-02-28,112
2023-03-01,112
2023-03-02,128
2023-03-03,125
2023-03-04,74
2023-03-05,72
2023-03-06,136
2023-03-07,140
2023-03-08,145
2023-03-09,165
2023-03-10,161
2023-03-11,91
2023-03-12,91
2023-03-13,199
2023-03-14,192
2023-03-15,205
2023-03-16,216
2023-03-17,208
2023-03-18,108
2023-03-19,101
2023-03-20,220
2023-03-21,227
2023-03-22,235
2023-03-23,215
2023-03-24,184
2023-03-25,93
2023-03-26,84
2023-03-27,164
2023-03-28,203
2023-03-29,185
2023-03-30,183
2023-03-31,179
2023-04-01,85
2023-04-02,75
2023-04-03,188
2023-04-04,176
2023-04-05,180
2023-04-06,184
2023-04-07,167
2023-04-08,79
2023-04-09,67
2023-04-10,139
2023-04-11,150
2023-04-12,128
2023-04-13,136
2023-04-14,132
2023-04-15,57
2023-04-16,36
2023-04-17,88
2023-04-18,78
2023-04-19,76
2023-04-20,105
2023-04-21,90
2023-04-22,38
2023-04-23,34
2023-04-24,74
2023-04-25,71
2023-04-26,62
2023-04-27,55
2023-04-28,68
2023-04-29,35
2023-04-30,36
2023-05-01,47
2023-05-02,67
2023-05-03,57
2023-05-04,45
2023-05-05,49
2023-05-06,28
2023-05-07,20
2023-05-08,50
2023-05-09,40
2023-05-10,46
2023-05-11,36
2023-05-12,31
2023-05-13,22
2023-05-14,28
2023-05-15,33
2023-05-16,34
2023-05-17,30
2023-05-18,32
2023-05-19,25
2023-05-20,12
2023-05-21,21
2023-05-22,33
2023-05-23,30
2023-05-24,28
2023-05-25,32
2023-05-26,23
2023-05-27,6
2023-05-28,16
2023-05-29,37
2023-05-30,24
