day,I
1,103
2,103
3,101
4,130
5,123
6,113
7,114
8,125
9,119
10,132
11,154
12,163
13,145
14,137
15,161
16,194
17,181
18,206
19,191
20,233
21,240
22,261
23,253
24,294
25,304
26,312
27,324
28,338
29,340
30,355
31,338
32,384
33,365
34,353
35,374
36,397
37,369
38,348
39,310
40,322
41,289
42,278
43,261
44,218
45,212
46,266
47,191
48,182
49,166
50,156
51,146
52,136
53,96
54,115
55,116
56,87
57,89
58,79
59,87
60,84
61,85
62,87
63,76
64,94
65,71
66,88
67,98
68,78
69,97
70,89
71,93
72,117
73,127
74,116
75,134
76,126
77,142
78,155
79,159
80,194
81,199
82,199
83,196
84,201
85,242
86,230
87,264
88,267
89,254
90,292
91,277
92,300
93,243
94,278
95,259
96,275
97,222
98,248
99,246
100,219
101,201
102,224
103,153
104,156
105,145
106,114
107,123
108,122
109,102
110,94
111,97
112,84
113,66
114,65
115,72
116,49
117,52
118,45
119,60
120,45
121,50
122,43
123,42
124,50
125,50
126,49
127,41
128,59
129,49
130,65
131,73
132,72
133,54
134,75
135,75
136,76
137,87
138,98
139,108
140,120
141,124
142,123
143,133
144,139
145,178
146,146
147,173
148,181
149,160
150,170
