day,I
1,107
2,100
3,97
4,113
5,114
6,115
7,97
8,97
9,112
10,119
11,108
12,131
13,130
14,132
15,159
16,158
17,170
18,200
19,205
20,229
21,231
22,262
23,261
24,275
25,350
26,322
27,315
28,345
29,337
30,430
31,418
32,389
33,387
34,408
35,364
36,394
37,386
38,359
39,321
40,345
41,298
42,283
43,259
44,237
45,222
46,209
47,184
48,185
49,176
50,135
51,132
52,141
53,112
54,101
55,101
56,99
57,92
58,73
59,83
60,77
61,76
62,64
63,71
64,76
65,79
66,73
67,78
68,79
69,92
70,94
71,114
72,121
73,113
74,125
75,128
76,161
77,167
78,186
79,198
80,194
81,213
82,196
83,222
84,241
85,229
86,231
87,284
88,289
89,273
90,301
91,296
92,293
93,304
94,283
95,294
96,284
97,294
98,220
99,249
100,254
101,229
102,188
103,183
104,189
105,187
106,150
107,131
108,128
109,119
110,109
111,81
112,82
113,70
114,79
115,62
116,48
117,59
118,50
119,41
120,37
121,48
122,56
123,43
124,49
125,40
126,52
127,40
128,56
129,50
130,56
131,55
132,48
133,55
134,62
135,62
136,74
137,70
138,78
139,90
140,81
141,81
142,109
143,98
144,112
145,109
146,130
147,152
148,128
149,130
150,148
