day,I
1,53
2,49
3,54
4,55
5,51
6,47
7,49
8,48
9,39
10,40
11,37
12,24
13,27
14,38
15,27
16,30
17,34
18,37
19,42
20,29
21,28
22,32
23,38
24,33
25,38
26,46
27,45
28,28
29,39
30,42
31,47
32,51
33,53
34,38
35,42
36,56
37,64
38,53
39,52
40,67
41,75
42,59
43,76
44,64
45,84
46,84
47,86
48,118
49,96
50,112
51,127
52,163
53,145
54,169
55,173
56,176
57,198
58,207
59,220
60,269
61,259
62,258
63,303
64,292
65,310
66,375
67,388
68,378
69,398
70,400
71,449
72,463
73,461
74,470
75,524
76,519
77,517
78,568
79,587
80,543
81,600
82,620
83,588
84,610
85,639
86,606
87,597
88,599
89,647
90,657
91,654
92,603
93,645
94,590
95,563
96,583
97,561
98,511
99,559
100,506
101,497
102,466
103,484
104,433
105,379
106,394
107,424
108,363
109,350
110,362
111,360
112,322
113,308
114,284
115,317
116,306
117,233
118,278
119,263
120,247
121,224
122,225
123,227
124,222
125,214
126,193
127,177
128,177
129,190
130,175
131,172
132,166
133,170
134,165
135,176
136,114
137,145
138,135
139,131
140,131
141,132
142,96
143,102
144,95
145,88
146,98
147,84
148,89
149,87
150,84
